V_x,V_y,V_z,V_I,V_r,V_g,V_b,V_var_I,V_var_r,V_var_g,V_var_b,V_nx,V_ny,V_nz
-6.502831935882568,-27.643394470214844,-1.7434850931167603,-1172.7359550561798,189.3281315022888,196.6893466500208,200.4492301290054,3022.7562803259716,174.82487754857243,202.42605505691594,284.7149036735645,0.0469412218595755,-0.008249645648204101,0.9988635868010253
-13.317588806152344,-75.56655883789062,-1.6658748388290405,-1259.46996996997,61.089589589589586,62.8958958958959,67.82532532532532,30096.050925487332,443.40659161916045,531.6586611649204,551.1207003197488,-0.6031828372671036,0.7264556335947614,0.32929117395527085
-1.8515238761901855,-8.355552673339844,-1.622619390487671,-1121.2969071522105,203.68557086736922,200.41730061732244,196.53011785246616,11986.053425824732,2435.6424768795864,2597.7536015678816,2805.110773883565,-0.067907344819225,0.18903913158597752,0.9796187009489061
-1.2753095626831055,-12.243790626525879,-0.6407425403594971,-1012.2635538146533,130.77810914270452,129.18062850529688,130.62939553102467,38515.15604263804,3504.6266135800743,3441.4251061440245,3362.509430099769,0.07363811868504115,0.024982724203909054,0.9969720612774859
-8.62402629852295,-35.171058654785156,-1.7753024101257324,-1244.236184442098,169.00316789862725,176.3738120380148,182.31819781766984,5069.902295858928,138.7890744679269,156.08486324493956,198.25364407493888,0.03948271544781909,-0.0093756380405694,0.9991762670280949
-23.625102996826172,-87.97589111328125,-1.4657948017120361,-1353.0417180942977,130.64823500370278,132.31325598617624,139.39471735373982,13497.049864109153,2942.6996876247595,3037.3648094206274,3050.6266288768816,0.29873797612588193,0.939407019435125,0.16813706746647983
-16.8575439453125,-82.53475189208984,-1.9639999866485596,-1384.7456140350878,44.01754385964912,47.666666666666664,52.58771929824562,19934.45683900016,1076.8669461263778,1511.3923303834817,1726.7046266107748,0.9613278133539058,-0.27071941812510564,-0.050594781570849484
-21.100229263305664,-88.90914154052734,-0.46607840061187744,-1492.567747077577,57.85626992561105,52.31163655685441,52.8259829968119,9663.989828460062,1121.132405535412,1095.4747409829417,1152.9542968011992,0.2290513889918006,0.960972512779487,-0.15513636222112664
-22.91484832763672,-88.16022491455078,-0.7399783134460449,-1380.5233777777778,86.95786666666666,84.71804444444444,87.42097777777778,18870.817065402243,2042.0062258890473,1956.127457057057,1937.0282938517464,-0.03909413647173092,-0.9958336056796885,-0.08238372589608067
-4.687686920166016,-57.43811798095703,-0.5227120518684387,-1240.9527880318633,44.04546337672431,45.40645035943268,49.375364289877595,77391.0519874644,540.0449594966666,603.3104752911129,606.3013595398282,0.8655197581463071,-0.4817626154820815,0.13704134625076494
-6.125178337097168,-24.326168060302734,-1.7418423891067505,-1172.2591104734577,182.52281205164994,188.22682926829268,195.89139167862268,6045.077636172325,355.4215630483265,465.46913228968714,552.1387262879492,0.03247355130171091,-0.0019045769240148003,0.9994707804896529
-10.9218111038208,-68.86641693115234,-2.016127347946167,-1436.2705093016164,43.753278438548335,43.025007624275695,46.292467215614515,10566.437174572748,860.4616846420945,880.6217051173913,849.7829542221554,-0.2426084758878283,0.3364604160994821,0.90990961959172
-3.431039571762085,-34.33305358886719,-0.5625320672988892,-1411.212408444636,58.30547177940543,63.253339077983625,71.10168031021112,27868.663052860687,532.4915605639662,688.4366537164422,734.4474152787889,0.08534476821371535,0.9963416713635211,0.004420909758504843
-4.111227512359619,-18.384496688842773,-1.7354775667190552,-1123.7934208128304,182.76690359030437,186.16229269181702,188.78093675961364,4713.595250613568,531.7637600823839,694.9847768810603,780.3371340535961,0.027105791833285736,-0.01638061428372957,0.9994983499359956
-19.927148818969727,-88.3712158203125,-1.6006183624267578,-1502.1678445229682,60.31600201918223,59.187279151943464,56.49671882887431,9221.622666849844,995.2073631587942,1157.890189060656,1162.1904714326622,0.30579160922075715,0.8481362002347875,-0.4326158545193138
-7.697579383850098,-49.428340911865234,-1.8253822326660156,-1286.9625,51.80357142857143,53.3125,60.57678571428571,33686.69447674419,1349.1670713007923,1469.3064624329159,1542.187295553284,0.5793064158836836,0.8112024985417551,0.079715637585197
-4.684044361114502,-20.095876693725586,-1.7480249404907227,-1136.4165267344233,185.30216526734424,191.3741935483871,195.9977905435263,4134.668367465146,379.6275319914222,484.4988213289843,605.6461856782382,0.03499823391347124,-0.015530572734804515,0.9992666935975935
-9.844125747680664,-68.65423583984375,-1.854349970817566,-1524.6285963382738,64.3382737576286,63.98038360941587,68.60680034873583,8821.149395586659,1207.4005667527608,1309.6982630887153,1329.5226052832795,0.6492521446558867,-0.5288496233063484,-0.54661661938553
-3.4063735008239746,-54.68476486206055,-0.7340394258499146,-1082.5214549111633,84.20667113643982,81.17063359034529,84.65051961112974,31212.905742459574,3292.6189730911597,2932.6468222975745,2798.9935177517527,-0.6280117573901871,0.7777792203328766,-0.025704415925511315
-12.697056770324707,-54.018531799316406,-1.721106767654419,-1413.4127764127763,93.32678132678133,99.98280098280098,107.97297297297297,8377.684264606774,3774.6335500210034,3958.3933077660013,4110.176390412553,0.37719918504462246,-0.9117686888253728,0.16247656101522234
-8.060202598571777,-38.78433609008789,-1.8298070430755615,-1242.87564499484,185.21052631578948,194.65376676986585,206.7058823529412,5609.806417369003,200.5514224383882,236.86973541692308,295.00586109508333,-0.04345409020950123,0.015369298718033608,-0.9989371985770577
-17.321910858154297,-89.931640625,-0.6888790726661682,-1429.6508931965031,36.27670087419232,37.45800076016724,41.57202584568605,4714.033775100167,909.7329639853972,1044.1665497373115,1140.5014640190998,0.2916065757234468,0.9565115171122022,-0.007163981194764468
-3.9808130264282227,-16.902692794799805,-1.717066764831543,-1121.2596317499613,180.68164938882873,186.25545412347208,188.76156583629893,4871.792856932079,642.2433258982616,791.2591481999455,922.5687540353944,0.02659145049246477,-0.0172632850011344,0.9994973105274852
-21.9491024017334,-88.52151489257812,-0.4595148265361786,-1451.6501854140915,95.68294190358468,92.60197775030902,94.86835599505562,10977.406311035484,1940.2228504616814,2222.281801899319,2452.610364766201,0.8126190404466733,0.418960976274696,0.40511972978674005
-3.228393077850342,-54.97697448730469,-0.24000965058803558,-1028.9681818181818,45.18238636363636,45.93238636363636,48.878977272727276,37431.269026823094,396.1264661610419,410.6804741201096,412.65106433149,0.12778615289253598,-0.23217086510533447,0.9642444651255022
-6.561811923980713,-60.808631896972656,-0.4622849225997925,-1234.758673081793,37.86502912129653,39.231197771587745,43.884274499873385,43135.98252670895,194.42124126688225,251.05367690844488,303.0197855740735,0.6890210321603248,-0.7107210946612369,0.14186452285280393
-3.440805196762085,-12.906537055969238,-1.6462808847427368,-1150.3118115055079,91.203182374541,97.12270501835985,104.7298041615667,8340.349330907833,2295.2020468023584,2337.4722360843703,2323.0469596188136,0.0035387280977392066,-0.016467396861172313,0.999858141060054
-19.320619583129883,-89.172607421875,-2.3154749870300293,-1389.018469656992,36.95118733509235,38.70316622691293,43.77968337730871,8822.83453292576,337.21425882615375,505.9659344795976,541.6805906525899,0.11974268070074291,0.15181615707186544,0.9811287096352499
-6.860385894775391,-31.572280883789062,-1.788429617881775,-1208.286286731968,186.76892252894035,196.18699910952805,203.94835262689224,3756.854751728884,186.53499812584414,175.64964827349584,207.6677099798305,0.036825521766224355,-0.014968839310244925,0.999209595028165
-5.432827949523926,-38.532257080078125,-1.4996026754379272,-1331.3445454545454,53.00272727272727,60.050909090909094,68.95454545454545,11382.462618082554,594.7342964678634,783.566104723302,830.1526180825545,0.10517161297686449,0.9944089151537299,-0.00947846436017552
-13.676218032836914,-76.36835479736328,-1.5639963150024414,-1462.3210332103322,60.3690036900369,62.047970479704794,67.16974169741698,22206.25581522482,598.8633319666529,673.564356976903,705.9636736367363,-0.8782037092635474,0.016039321653170624,0.4780177666119253
-8.0689115524292,-30.910974502563477,-1.7300493717193604,-1184.9659595461274,177.31277750370006,184.66995559940798,188.81253083374446,6985.194793291552,102.2782325087138,125.41372176505625,179.75457142982373,0.043535047441657586,-0.024596968824865034,0.9987490619614526
-3.8542258739471436,-47.15559005737305,-1.2998095750808716,-732.8251702886798,49.60168666882906,55.94469672397016,67.60249756730457,742839.9168748696,538.4495932617428,699.2808015543997,962.5782192274881,0.7743204235494655,0.5562620324853488,0.3016627800863825
-3.43060302734375,-34.30132293701172,-1.3317160606384277,-1400.7255483106105,57.720213396561945,61.60699466508595,67.96147006520451,6612.972674298821,1233.0948640113745,1382.4450993255944,1460.392939237389,0.10052831583512509,0.9949323114776664,-0.0019373417514308988
-7.42003059387207,-37.04939651489258,-1.8361132144927979,-1256.4028716216217,180.74535472972974,188.32179054054055,198.41342905405406,4048.872691370078,175.22832653233078,191.40295547448588,232.79605110100593,0.04069993161740619,-0.010363401912934722,0.9991176684791082
-7.2736592292785645,-35.59477996826172,-1.8274720907211304,-1261.5498007968129,170.97011952191235,177.75498007968127,186.32270916334662,4216.578773639242,146.80468951710606,189.26592731764867,205.57073004095284,0.03698412563274953,-0.012409682723410531,0.9992387973982421
-5.319860935211182,-58.105838775634766,-0.3773224949836731,-1201.7316017316018,58.18441558441558,59.21038961038961,62.78008658008658,4051.2713698889534,145.04003419707186,143.84051565584699,123.27080293749847,0.8838317537897119,-0.4675327075219624,-0.01595613957651879
-21.27315330505371,-88.8734359741211,-1.7210928201675415,-1504.7297233942804,51.528129395218,47.420534458509145,47.85794655414909,10433.33584315911,560.1521980006034,475.368244122259,427.4452322653726,-0.441483918908651,-0.8892021525120439,0.12004782927236465
-10.821248054504395,-41.12382507324219,-1.7693805694580078,-1220.0938053097345,175.75221238938053,183.38053097345133,191.9929203539823,20384.166716876924,51.378208749137016,63.59784723529782,81.24817674009917,0.03881954654813129,-0.03799257816377227,0.9985237136945058
-9.307950019836426,-40.213741302490234,-1.8043992519378662,-1218.6996557659209,178.71514629948365,187.93459552495696,199.2788296041308,11399.49369497184,76.93084705006812,93.72009410843818,117.41744979178434,0.044904539308278306,-0.025679537058199087,0.9986611756376573
-4.846885681152344,-18.041027069091797,-1.7085715532302856,-1123.4902315484806,180.43523878437048,185.61432706222865,188.76881331403763,3692.9217286470534,268.4782510830266,351.3068666841606,502.0467867201122,0.029152634191359002,-0.012184552001128949,0.9995007056586986
-19.850238800048828,-83.676025390625,-2.4370064735412598,-1573.0866666666666,156.46666666666667,167.69333333333333,181.01333333333332,6561.636733780761,579.351230425056,492.1335123042506,393.4763310961969,0.055060521749610486,-0.008281681983000222,0.9984486730364227
-5.026766777038574,-47.26676940917969,-1.430790662765503,-1237.54180116204,65.5619754680439,70.08505487411233,77.99983860555197,83088.03328062939,1383.4558840065004,1715.257816962283,1996.5134785857313,0.8459021509394063,-0.49316374995819234,-0.20307404256393574
-7.011401653289795,-26.17858123779297,-1.7150928974151611,-1195.0055710306406,174.08276959808993,176.3656983684839,181.758456028651,5216.687867040435,387.5082738549352,522.4056222927402,572.7143243667958,0.042671556211624266,0.0006138156136612158,0.9990889657687501
-8.192525863647461,-55.64298629760742,-2.2020788192749023,-1372.0701754385964,29.912280701754387,32.64912280701754,37.76315789473684,15954.29591678311,31.974538115199504,41.76960099363453,50.996506753609694,0.027922823366933493,-0.03237589088100033,0.9990856407860542
-3.2064805030822754,-15.59241008758545,-1.7125343084335327,-1147.455333911535,158.50823937554208,160.23677363399827,165.89939288811794,5604.630164667053,790.6407740676495,788.7364243037487,745.5541055338731,0.018345254388069207,-0.018621808470326337,0.9996582815596194
-9.489706039428711,-47.201202392578125,-1.0648101568222046,-1437.928205128205,50.732234432234435,53.62124542124542,59.25567765567766,10624.059336095688,347.7095138768645,378.74839419771627,433.86571527898025,0.19996313975064206,0.979114087727275,0.03674705369211606
-4.592104434967041,-46.55830001831055,-1.7837177515029907,-1094.5846338535414,80.6422569027611,84.09723889555822,91.8547418967587,221691.7671674439,3481.256481438729,3552.81625438637,3565.475268953735,0.8296264617642477,0.5175504719589222,-0.20943123672373198
-5.075595378875732,-19.058731079101562,-1.7209336757659912,-1119.6752608962554,176.292817679558,179.61755678330263,179.62246777163904,3715.4798605737833,248.381649856788,360.18841392874543,484.22286098252954,0.03008776726910968,-0.020677065043056907,0.9993333704234862
-4.5055131912231445,-21.809185028076172,-1.7758684158325195,-1159.4687079407806,190.08008075370122,199.88829071332435,210.78903095558547,2707.413022496968,788.102639104887,949.5035047178807,948.8975841161738,0.040192546636775475,-0.010928241124955634,0.999132189823131
-9.414329528808594,-38.04289627075195,-1.758155345916748,-1265.6098069900886,172.1867501304121,180.19144496609286,189.70266040688577,2555.5971480316216,125.42648405705246,152.8354591322776,189.51279563252865,0.05021402661410595,-0.012914521198811563,0.9986549787956814
-13.593414306640625,-62.39142990112305,-2.1315181255340576,-1449.33147632312,43.949860724233986,48.456824512534816,54.278551532033426,17330.28925787025,129.7125628297101,166.35497424565446,138.553477225689,-9.657169158201993e-05,-0.12672921498978806,0.9919373451695325
-10.345041275024414,-42.71088790893555,-1.8322420120239258,-1255.0331715210357,176.83495145631068,186.1440129449838,196.84546925566343,6525.314688232905,59.69257497739868,71.87559975367844,96.49674868650341,0.04022882840779212,-0.0179950213244765,0.9990284383201851
-8.239773750305176,-32.4755859375,-1.7530231475830078,-1215.2978540772533,177.29871244635194,183.97553648068669,188.76437768240342,4874.445379678139,140.60716880091846,165.63057345616107,245.09903106382114,0.03770487825417274,-0.013282919270043575,0.999200633612441
-11.524352073669434,-61.25502395629883,-2.2413737773895264,-1401.5121359223301,38.800970873786405,41.49029126213592,48.28155339805825,9370.230995913353,24.388514870195827,27.9196135402641,46.076252568917866,0.01989652430851912,-0.009005845106452914,0.9997614830920218
-19.017053604125977,-70.67710876464844,-1.8919211626052856,-1516.0310262529833,87.67303102625299,85.68257756563246,87.49403341288783,10593.278939374908,2126.8425962932934,1676.4516335316487,1358.724246611321,-0.6553951280116589,0.0253023299213877,-0.7548622511949651
-5.384990692138672,-58.232688903808594,-1.147112250328064,-1482.7413793103449,23.82758620689655,26.0,30.862068965517242,5328.645577211395,5.726536731634183,7.930434782608696,16.867766116941528,-0.8892263596004731,0.45719991966925216,-0.015643364283908376
-11.71984577178955,-43.86822509765625,-1.8136159181594849,-1235.6254019292605,172.2299035369775,181.2009646302251,189.76527331189712,12373.796648388918,64.79569048987476,69.00463674914954,80.97541047268435,0.035320708273503684,-0.023316066373584354,0.9991040029025611
-13.153362274169922,-59.65863800048828,-2.098676919937134,-1448.8055555555557,67.33080808080808,85.92929292929293,94.78282828282828,13753.326652601967,1123.2092763073774,2065.919038486127,2147.6792993223376,-0.05195671580296886,0.03104187526201202,0.998166770466332
-0.10611506551504135,-8.098538398742676,-1.5506616830825806,-1133.4214116251483,177.8526097271649,182.40450771055754,189.9341637010676,14062.326364307524,8692.629411757462,7693.63757089374,6243.580357265391,-0.05438451215884117,0.05868017113050386,0.9967943430584564
-11.527237892150879,-53.34446334838867,-2.0270228385925293,-1379.496212121212,183.78030303030303,194.88636363636363,204.4090909090909,20134.64637343012,1785.556112455352,1927.9794331144142,1904.2654683719322,0.05118955163710743,-0.03457875451307538,0.9980901459986049
-3.970975160598755,-55.47531509399414,-0.630632758140564,-1203.2494106553513,78.51862329090052,78.49599245638849,81.72465818010373,5403.253331020434,713.8327898018913,677.8236867622072,645.6260379137644,0.9470293052707134,-0.3206357175478705,-0.01811716288584715
-13.881464004516602,-95.66592407226562,-0.2802329659461975,-1261.812887236679,222.48017348203223,220.37546468401487,222.53159851301115,6341.75417975541,4331.113989802496,4880.072206076558,4427.675070350798,0.3451080975280823,0.9332594900685859,-0.09963495981567455
-18.3843936920166,-89.70304107666016,-0.3762786090373993,-1425.220940550133,30.61845607808341,30.418811002661933,33.89529724933452,26590.618104620797,511.5718793193392,451.76049840741,469.2767718254187,0.2153354385687591,0.9700246945022948,-0.11261767601992734
-6.772198677062988,-41.08565902709961,-1.8435181379318237,-1277.0736472945891,147.47344689378758,152.26653306613227,161.22945891783567,14522.189560825913,5425.056437436277,6094.819150079607,6298.421507677008,-0.06134110355509775,-0.12671434195403566,0.9900407792398241
-12.26262378692627,-48.510318756103516,-1.8654850721359253,-1277.4870734229576,159.1778697001034,172.26370217166493,184.69700103412617,6206.749056333112,880.2043544633356,851.9624802755956,836.0188626325041,0.045652559144930216,-0.017059896073061465,0.9988116958613847
-16.553010940551758,-94.66250610351562,-0.20349402725696564,-1237.6478632478631,249.72820512820513,248.25811965811965,248.64786324786326,539.9203079264723,710.6982613277133,1004.8938765952464,917.2490750497599,0.3445329744213754,0.9387397130265941,0.008048647284370603
-22.168628692626953,-87.82893371582031,-1.872100591659546,-1448.8712023962346,87.51262302096706,92.02011125374412,95.32049636285836,10844.34770202109,3736.3107352829115,4668.537694679399,5422.791501808313,-0.4614747190485679,0.8871516607700729,-0.0017362234725307735
-9.177959442138672,-46.64285659790039,-1.9258754253387451,-1311.0270848182465,162.34853884533143,171.26585887384178,177.33642195295795,10689.830934933598,2786.121657991892,3020.8272714979016,3253.622830840374,0.07471547675191036,0.022531754726855757,0.9969503084721243
-7.428754806518555,-29.40087890625,-1.7251230478286743,-1192.5860709592641,184.05256241787123,192.54434954007885,199.19185282522997,3570.0303810084365,126.3830397677097,150.77785501547464,202.5113236773137,0.04232335343425318,-0.017944234610630938,0.9989428102741006
-18.651948928833008,-89.52777099609375,-1.817488431930542,-1386.226013986014,30.34881118881119,31.164195804195803,34.937902097902096,6774.657912898517,27.786802587451717,31.310749038314796,42.310636336243505,0.31115462183263853,0.9481004178251481,0.06548586894871006
-15.04254150390625,-78.2522201538086,-2.0861802101135254,-1454.0464480874316,29.26502732240437,30.07650273224044,33.38251366120219,117764.03893255483,239.7953215061008,231.7091997904035,255.1683509244704,0.7806993443024741,-0.20592229170889598,0.5900038504815395
-7.531682968139648,-47.04258346557617,-1.999121069908142,-1309.3723684210527,78.90921052631579,97.90657894736842,108.53289473684211,103113.21689029888,3181.3975435129328,4536.751471811941,4587.0265844948335,-0.04641625745588078,0.03669963433750484,0.9982477988371838
-8.723980903625488,-48.988040924072266,-0.933790385723114,-1176.5809523809523,59.00952380952381,62.04761904761905,69.4,196612.3034798535,717.9133699633701,829.5842490842491,1037.126923076923,0.9820945991549263,-0.18836951973033592,-0.0026687726181177096
-20.430356979370117,-88.99311828613281,-2.2652039527893066,-1399.1444043321299,46.55234657039711,49.84115523465704,52.51624548736462,7804.865185630071,1182.8299854420588,1432.5823176503616,1425.9138404893556,0.17889511035715586,0.8323235198120245,0.524627580153792
-14.291760444641113,-77.60391235351562,-2.0900721549987793,-1478.1778350515465,47.54639175257732,48.38917525773196,53.6958762886598,90794.8029182983,1734.0882815205518,1857.8920789046058,2051.0959002637255,-0.4427136558864134,-0.8007062590689212,-0.40357664151873307
-10.523468971252441,-39.49516296386719,-1.726670742034912,-1195.5135135135135,173.95331695331694,181.97788697788698,190.16953316953317,17735.49181200906,57.55200251751976,66.39113542561819,83.62389707217292,0.04732145553830149,-0.029078778742130718,0.9984563608253505
-9.18277359008789,-49.742027282714844,-1.446351408958435,-1208.5743801652893,50.8099173553719,49.400826446280995,55.44214876033058,89832.6023284524,3099.191934432975,2873.0129453722434,3363.59207503172,0.9259929638722963,-0.37325102490195755,-0.0567512402387681
-13.984292030334473,-66.39457702636719,-2.0916647911071777,-1483.9175824175825,41.252747252747255,43.505494505494504,49.472527472527474,32891.567755448974,48.56560014571064,93.0469309695829,159.37769412907537,0.42948800588910524,-0.22811305630897227,0.8737874377323007
-7.298879146575928,-33.80152130126953,-1.8015751838684082,-1220.215729109776,174.45439650464226,182.13052976515564,189.42599672310212,9409.574746995431,475.8961432284905,576.2119144186493,621.9856407409728,0.03376762745058791,-0.011273554590861115,0.9993661262536596
-3.2378880977630615,-43.2037239074707,-1.660431146621704,-1548.1974025974025,43.05974025974026,42.16883116883117,46.6987012987013,30871.695305735924,1480.8167343073592,1270.8646509740258,1212.351691017316,0.908297574427689,-0.40488979227104,-0.10516545251883559
-19.192338943481445,-74.82836151123047,-2.0332837104797363,-1522.945945945946,67.27027027027027,68.77027027027027,74.32432432432432,23634.271010736767,1701.9807478711589,1937.275268419104,2198.1947426878933,-0.46119693515676147,-0.37820749791723546,0.8026558886105518
-7.306882858276367,-42.92876052856445,-1.6520559787750244,-1344.3409475465312,116.6472081218274,120.80922165820643,126.72335025380711,17231.26161501375,6228.055764525435,6745.854828170906,7032.781663591193,-0.3928582848755395,-0.11876759541458126,0.9118972673958881
-9.112181663513184,-34.041656494140625,-1.7412465810775757,-1205.6073008849557,177.81526548672565,183.5453539823009,184.91592920353983,5625.538861366733,140.97912440341437,157.35785214476817,212.48461862621153,0.03848008743309355,-0.006834809484865666,0.999235992271319
-9.854266166687012,-36.8692741394043,-1.7272841930389404,-1259.1338320864506,164.87364921030758,169.75644222776393,175.48877805486285,3902.340643123196,134.3999955740156,162.1361377476995,213.55291056883584,0.04697365912937595,-0.004481387035193352,0.9988860758456082
-8.351990699768066,-33.48780059814453,-1.7619112730026245,-1220.4730077120823,174.11311053984576,180.47943444730078,185.7853470437018,3732.398884378319,138.45565800835723,163.10189311603193,225.61023546499126,0.03757111684663293,-0.01294873572397473,0.9992100587074008
-4.186874866485596,-48.237247467041016,-2.124239921569824,-1342.2313043478262,58.278260869565216,60.213913043478264,64.82608695652173,14655.359297076202,2939.3091955764276,3212.854858354795,3311.7745796091504,0.01721385332055788,-0.02949646632483549,0.9994166507159096
-5.261063575744629,-24.998254776000977,-1.7809139490127563,-1159.2668439716313,192.89140070921985,194.68927304964538,202.22695035460993,5836.543396864336,793.4556067289396,1125.4453128194243,1242.1604440879998,0.04218462317841639,0.0007543213271004462,0.9991095478307824
-23.876617431640625,-87.9831771850586,-0.2237546294927597,-1245.2789915966387,76.89411764705882,74.04537815126051,78.21512605042017,21380.103850833264,2110.4416320063383,1998.9760518348753,1829.8391647568114,0.2516399171897287,0.9338202091357237,-0.25427774005299797
-18.76099967956543,-84.65953063964844,-2.5001590251922607,-1601.090909090909,155.82954545454547,165.51136363636363,178.25,5738.083594566353,350.83268025078365,304.43665099268543,274.67241379310343,0.04336098677945511,-0.0065784704328668425,0.9990378113726606
-5.541458606719971,-23.174009323120117,-1.757326364517212,-1163.8137059214903,181.92770015524508,188.5038811266356,196.0172987358616,3152.333964723614,363.1953039597626,386.0370856433638,422.9335959846058,0.029487202886438524,-0.011657166763751031,0.9994971812511408
-9.032541275024414,-42.62496566772461,-1.8822851181030273,-1235.4929032258065,192.8890322580645,203.5058064516129,217.96774193548387,9763.136577477704,113.16079686588316,120.34589647411856,148.47828623822625,0.03972011800917319,-0.018206643653415178,0.9990449591245708
-12.830581665039062,-50.349666595458984,-1.8797743320465088,-1268.8880597014925,166.38246268656715,166.97388059701493,179.67537313432837,16169.194922583345,952.3113928023434,1210.1824940716976,1252.4888129446226,-0.039882119225756366,0.02807135637633873,-0.9988099997082802
-21.83434295654297,-87.6053237915039,-1.0258557796478271,-1536.239010989011,71.24725274725274,66.36813186813187,57.96565934065934,6787.414597094789,545.1519869401575,511.1820366703447,316.23953436522214,0.1071938722326463,-0.03148749037646262,0.9937394083488705
-15.803584098815918,-61.362728118896484,-1.894871711730957,-1380.0528992878942,94.02746693794506,101.77009155645982,109.97456765005086,14709.286404518358,3118.843440318407,3737.309613739063,3938.546195714105,-0.18852111411688827,-0.07073519118997645,0.9795184134356254
-11.998351097106934,-62.55384063720703,-2.2443811893463135,-1411.3861386138615,38.163366336633665,40.896039603960396,47.381188118811885,9961.64119994089,5.530392591497956,5.894611102901336,9.719644352494951,0.019608343697572337,-0.007740858059698347,0.9997777712941699
-11.23162841796875,-65.9843521118164,-2.2876410484313965,-1459.073619631902,28.04601226993865,28.65644171779141,32.99079754601227,7737.274563473337,138.45633789523362,148.4600660689004,156.31683813119398,0.0096041055573544,-0.008700713030896923,0.9999160258487696
